versiculo,localizacao
"Pois estou convencido de que nem morte nem vida, nem anjos nem demônios, nem o presente nem o futuro, nem quaisquer poderes, nem altura nem profundidade, nem qualquer outra coisa na criação será capaz de nos separar do amor de Deus que está em Cristo Jesus, nosso Senhor.",Romanos 8:38-39
Vocês não sabem que são santuário de Deus e que o Espírito de Deus habita em vocês?,1 Coríntios 3:16
"Eis que estou à porta e bato. Se alguém ouvir a minha voz e abrir a porta, entrarei e cearei com ele, e ele comigo.",Apocalipse 3:20
"Eu farei de você uma muralha de bronze fortificada diante deste povo; lutarão contra você, mas não o vencerão, pois estou com você para resgatá-lo e salvá-lo"", declara o Senhor.",Jeremias 15:20
"para que Cristo habite no coração de vocês mediante a fé; e oro para que, estando arraigados e alicerçados em amor,",Efésios 3:17
"Ninguém conseguirá resistir a você todos os dias da sua vida. Assim como estive com Moisés, estarei com você; nunca o deixarei, nunca o abandonarei. ""Seja forte e corajoso, porque você conduzirá este povo para herdar a terra que prometi sob juramento aos seus antepassados.",Josué 1:5-6
"Então o Anjo do Senhor apareceu a Gideão e lhe disse: ""O Senhor está com você, poderoso guerreiro"".",Juízes 6:12
"Tal é a confiança que temos diante de Deus, por meio de Cristo. Não que possamos reivindicar qualquer coisa com base em nossos próprios méritos, mas a nossa capacidade vem de Deus. Ele nos capacitou para sermos ministros de uma nova aliança, não da letra, mas do Espírito; pois a letra mata, mas o Espírito vivifica.",2 Coríntios 3:4-6
"O Senhor é a minha rocha, a minha fortaleza e o meu libertador; o meu Deus é o meu rochedo, em quem me refugio. Ele é o meu escudo e o poder que me salva, a minha torre alta.",Salmos 18:2
"pode dizer ao Senhor: ""Tu és o meu refúgio e a minha fortaleza, o meu Deus, em quem confio"".",Salmos 91:2
"O Senhor é bom, um refúgio em tempos de angústia. Ele protege os que nele confiam,",Naum 1:7
"Ó Senhor dos Exércitos, como é feliz aquele que em ti confia!",Salmos 84:12
Este é o Deus cujo caminho é perfeito; a palavra do Senhor é comprovadamente genuína. Ele é escudo para todos os que nele se refugiam.,2 Samuel 22:31
"Deus é a minha salvação; terei confiança e não temerei. O Senhor, sim, o Senhor é a minha força e o meu cântico; ele é a minha salvação!",Isaías 12:2
"Embora ele me mate, ainda assim esperarei nele; certo é que defenderei os meus caminhos diante dele.",Jó 13:15
"Senhor, meu Deus, em ti me refugio; salva-me e livra-me de todos os que me perseguem,",Salmos 7:1
Cada palavra de Deus é comprovadamente pura; ele é um escudo para quem nele se refugia.,Provérbios 30:5
"Os que conhecem o teu nome confiam em ti, pois tu, Senhor, jamais abandonas os que te buscam.",Salmos 9:10
"Em ti os nossos antepassados puseram a sua confiança; confiaram, e os livraste.",Salmos 22:4
Confie no Senhor de todo o seu coração e não se apoie em seu próprio entendimento;,Provérbios 3:5
"Entregue o seu caminho ao Senhor; confie nele, e ele agirá:",Salmos 37:5
"Mas eu, quando estiver com medo, confiarei em ti.",Salmos 56:3
"Pois tu és a minha esperança, ó Soberano Senhor, em ti está a minha confiança desde a juventude.",Salmos 71:5
"Tu, Senhor, guardarás em perfeita paz aquele cujo propósito está firme, porque em ti confia.",Isaías 26:3
"Se trabalhamos e lutamos é porque temos depositado a nossa esperança no Deus vivo, o Salvador de todos os homens, especialmente dos que creem.",1 Timóteo 4:10
"Alguns confiam em carros e outros em cavalos, mas nós confiamos no nome do Senhor, o nosso Deus.",Salmos 20:7
"Muitas são as dores dos ímpios, mas a bondade do Senhor protege quem nele confia.",Salmos 32:10
É melhor buscar refúgio no Senhor do que confiar nos homens.,Salmos 118:8
"A mulher exemplar é a coroa do seu marido, mas a de comportamento vergonhoso é como câncer em seus ossos.",Provérbios 12:4
"A mulher bondosa conquista o respeito, mas os homens cruéis só conquistam riquezas.",Provérbios 11:16
"As mulheres igualmente sejam dignas, não caluniadoras, mas sóbrias e confiáveis em tudo.",1 Timóteo 3:11
"Casas e riquezas herdam-se dos pais, mas a esposa prudente vem do Senhor.",Provérbios 19:14
"A mulher sábia edifica a sua casa, mas com as próprias mãos a insensata derruba a sua.",Provérbios 14:1
"Semelhantemente, ensine as mulheres mais velhas a serem reverentes na sua maneira de viver, a não serem caluniadoras nem escravizadas a muito vinho, mas a serem capazes de ensinar o que é bom. Assim, poderão orientar as mulheres mais jovens a amarem seus maridos e seus filhos,",Tito 2:3-4
"Agora, minha filha, não tenha medo; farei por você tudo o que me pedir. Todos os meus concidadãos sabem que você é mulher virtuosa.",Rute 3:11
Melhor é viver no deserto do que com uma mulher briguenta e amargurada.,Provérbios 21:19
"A beleza é enganosa, e a formosura é passageira; mas a mulher que teme o Senhor será elogiada.",Provérbios 31:30
"Com a costela que havia tirado do homem, o Senhor Deus fez uma mulher e a levou até ele. Disse então o homem: ""Esta, sim, é osso dos meus ossos e carne da minha carne! Ela será chamada mulher, porque do homem foi tirada"".",Gênesis 2:22-23
"Do mesmo modo, mulheres, sujeite-se cada uma a seu marido, a fim de que, se ele não obedece à palavra, seja ganho sem palavras, pelo procedimento de sua mulher,",1 Pedro 3:1
"Tudo o que fizerem, façam de todo o coração, como para o Senhor, e não para os homens,",Colossenses 3:23
"O que as suas mãos tiverem que fazer, que o façam com toda a sua força, pois na sepultura, para onde você vai, não há atividade nem planejamento, não há conhecimento nem sabedoria.",Eclesiastes 9:10
Tudo posso naquele que me fortalece.,Filipenses 4:13
"Portanto, também nós, uma vez que estamos rodeados por tão grande nuvem de testemunhas, livremo-nos de tudo o que nos atrapalha e do pecado que nos envolve e corramos com perseverança a corrida que nos é proposta, tendo os olhos fitos em Jesus, autor e consumador da nossa fé. Ele, pela alegria que lhe fora proposta, suportou a cruz, desprezando a vergonha, e assentou-se à direita do trono de Deus. Pensem bem naquele que suportou tal oposição dos pecadores contra si mesmo, para que vocês não se cansem nem desanimem.",Hebreus 12:1-3
"Irmãos, não penso que eu mesmo já o tenha alcançado, mas uma coisa faço: esquecendo-me das coisas que ficaram para trás e avançando para as que estão adiante, prossigo para o alvo, a fim de ganhar o prêmio do chamado celestial de Deus em Cristo Jesus.",Filipenses 3:13-14
"pois é Deus quem efetua em vocês tanto o querer quanto o realizar, de acordo com a boa vontade dele.",Filipenses 2:13
"Porque sou eu que conheço os planos que tenho para vocês', diz o Senhor, 'planos de fazê-los prosperar e não de causar dano, planos de dar a vocês esperança e um futuro.",Jeremias 29:11
"Mil poderão cair ao seu lado; dez mil, à sua direita, mas nada o atingirá.",Salmos 91:7
"Portanto, vão e façam discípulos de todas as nações, batizando-os em nome do Pai e do Filho e do Espírito Santo, ensinando-os a obedecer a tudo o que eu ordenei a vocês. E eu estarei sempre com vocês, até o fim dos tempos"".",Mateus 28:19-20
"Sejam fortes e corajosos. Não tenham medo nem fiquem apavorados por causa delas, pois o Senhor, o seu Deus, vai com vocês; nunca os deixará, nunca os abandonará"".",Deuteronômio 31:6
"Ele fortalece o cansado e dá grande vigor ao que está sem forças. Até os jovens se cansam e ficam exaustos, e os moços tropeçam e caem; mas aqueles que esperam no Senhor renovam as suas forças. Voam alto como águias; correm e não ficam exaustos, andam e não se cansam.",Isaías 40:29-31
"E eu farei o que vocês pedirem em meu nome, para que o Pai seja glorificado no Filho. O que vocês pedirem em meu nome, eu farei.",João 14:13-14
"Vocês não sabem que, de todos os que correm no estádio, apenas um ganha o prêmio? Corram de tal modo que alcancem o prêmio. Todos os que competem nos jogos se submetem a um treinamento rigoroso, para obter uma coroa que logo perece; mas nós o fazemos para ganhar uma coroa que dura para sempre.",1 Coríntios 9:24-25
Não busquem ansiosamente o que comer ou beber; não se preocupem com isso. Pois o mundo pagão é que corre atrás dessas coisas; mas o Pai sabe que vocês precisam delas.,Lucas 12:29-30
"Quando ainda estávamos com vocês, nós ordenamos isto: Se alguém não quiser trabalhar, também não coma. Pois ouvimos que alguns de vocês estão ociosos; não trabalham, mas andam se intrometendo na vida alheia. A tais pessoas ordenamos e exortamos no Senhor Jesus Cristo que trabalhem tranquilamente e comam o seu próprio pão. Quanto a vocês, irmãos, nunca se cansem de fazer o bem.",2 Tessalonicenses 3:10-13
"É grande o meu prazer no Senhor! Regozija-se a minha alma em meu Deus! Pois ele me vestiu com as vestes da salvação e sobre mim pôs o manto da justiça, qual noivo que adorna a cabeça como um sacerdote, qual noiva que se enfeita com joias.",Isaías 61:10
"Tu és bondoso e perdoador, Senhor, rico em graça para com todos os que te invocam.",Salmos 86:5
"Então Pedro aproximou-se de Jesus e perguntou: ""Senhor, quantas vezes deverei perdoar a meu irmão quando ele pecar contra mim? Até sete vezes?"" Jesus respondeu: ""Eu digo a você: Não até sete, mas até setenta vezes sete.",Mateus 18:21-22
"E, quando estiverem orando, se tiverem alguma coisa contra alguém, perdoem-no, para que também o Pai celestial perdoe os seus pecados. Mas, se vocês não perdoarem, também o seu Pai que está nos céus não perdoará os seus pecados"".",Marcos 11:25-26
"Tomem cuidado. Se o seu irmão pecar, repreenda-o e, se ele se arrepender, perdoe-lhe. Se pecar contra você sete vezes no dia, e sete vezes voltar a você e disser: 'Estou arrependido', perdoe-lhe"".",Lucas 17:3-4
Suportem-se uns aos outros e perdoem as queixas que tiverem uns contra os outros. Perdoem como o Senhor lhes perdoou.,Colossenses 3:13
"Se confessarmos os nossos pecados, ele é fiel e justo para perdoar os nossos pecados e nos purificar de toda injustiça.",1 João 1:9
"Pois, se perdoarem as ofensas uns dos outros, o Pai celestial também perdoará vocês. Mas, se não perdoarem uns aos outros, o Pai celestial não perdoará as ofensas de vocês.",Mateus 6:14-15
"Sejam bondosos e compassivos uns para com os outros, perdoando-se mutuamente, assim como Deus os perdoou em Cristo.",Efésios 4:32
"Se um de vocês tem causado tristeza, não a tem causado apenas a mim, mas também, em parte, para eu não ser demasiadamente severo com todos vocês. A punição que foi imposta pela maioria é suficiente. Agora, ao contrário, vocês devem perdoar-lhe e consolá-lo, para que ele não seja dominado por excessiva tristeza. Portanto, eu recomendo que reafirmem o amor que têm por ele.",2 Coríntios 2:5-8
Não julguem e vocês não serão julgados. Não condenem e não serão condenados. Perdoem e serão perdoados.,Lucas 6:37
"Sou eu, eu mesmo, aquele que apaga suas transgressões, por amor de mim, e que não se lembra mais de seus pecados.",Isaías 43:25
"Nele temos a redenção por meio de seu sangue, o perdão dos pecados, de acordo com as riquezas da graça de Deus,",Efésios 1:7
"Pois ele nos resgatou do domínio das trevas e nos transportou para o Reino do seu Filho amado, em quem temos a redenção, a saber, o perdão dos pecados.",Colossenses 1:13-14
"Que o ímpio abandone o seu caminho; e o homem mau, os seus pensamentos. Volte-se ele para o Senhor, que terá misericórdia dele; volte-se para o nosso Deus, pois ele dá de bom grado o seu perdão.",Isaías 55:7
Saibam que o Senhor escolheu o piedoso; o Senhor ouvirá quando eu o invocar.,Salmos 4:3
Descanse no Senhor e aguarde por ele com paciência; não se aborreça com o sucesso dos outros nem com aqueles que maquinam o mal.,Salmos 37:7
"Ó tu que ouves a oração, a ti virão todos os homens.",Salmos 65:2
"Portanto, confessem os seus pecados uns aos outros e orem uns pelos outros para serem curados. A oração de um justo é poderosa e eficaz.",Tiago 5:16
"Se eu acalentasse o pecado no coração, o Senhor não me ouviria;",Salmos 66:18
"Se alguém se recusa a ouvir a lei, até suas orações serão detestáveis.",Provérbios 28:9
"Antes de clamarem, eu responderei; ainda não estarão falando, e eu os ouvirei.",Isaías 65:24
"E, quando orarem, não fiquem sempre repetindo a mesma coisa, como fazem os pagãos. Eles pensam que por muito falarem serão ouvidos. Não sejam iguais a eles, porque o seu Pai sabe do que vocês precisam, antes mesmo de o pedirem.",Mateus 6:7-8
"Vocês, orem assim: ""Pai nosso, que estás nos céus! Santificado seja o teu nome. Venha o teu Reino; seja feita a tua vontade, assim na terra como no céu.",Mateus 6:9-10
"Se vocês, apesar de serem maus, sabem dar boas coisas aos seus filhos, quanto mais o Pai de vocês, que está nos céus, dará coisas boas aos que lhe pedirem!",Mateus 7:11
"Peçam, e será dado; busquem, e encontrarão; batam, e a porta será aberta. Pois todo o que pede recebe; o que busca encontra; e àquele que bate, a porta será aberta.",Mateus 7:7-8
"E tudo o que pedirem em oração, se crerem, vocês receberão"".",Mateus 21:22
"Ele disse: ""Em certa cidade havia um juiz que não temia a Deus nem se importava com os homens; E havia naquela cidade uma viúva que se dirigia continuamente a ele, suplicando-lhe: 'Faze-me justiça contra o meu adversário'.  esta viúva está me aborrecendo; vou fazer-lhe justiça para que ela não venha mais me importunar'. Acaso Deus não fará justiça aos seus escolhidos, que clamam a ele dia e noite? Continuará fazendo-os esperar?","Lucas 18:2-3,5,7"
"E eu farei o que vocês pedirem em meu nome, para que o Pai seja glorificado no Filho. O que vocês pedirem em meu nome, eu farei.",João 14:13-14
"Portanto, eu digo: Tudo o que vocês pedirem em oração, creiam que já o receberam, e assim sucederá.",Marcos 11:24
